"filename", "language", "CSS", "JSON", "PHP", "JavaScript", "XML", "JSON with Comments", "JavaScript JSX", "Markdown", "comment", "blank", "total"
"c:\laragon\www\formation-doctorat\resources\js\Pages\Professor\DeleteModel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\laragon\www\formation-doctorat\resources\js\Pages\Professor\DocumentsLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 8, 4, 102
"c:\laragon\www\formation-doctorat\resources\js\Pages\Professor\EditThesis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 5, 78
"c:\laragon\www\formation-doctorat\resources\js\Pages\Professor\Theses.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 161, 0, 0, 9, 170
"c:\laragon\www\formation-doctorat\resources\js\Pages\Professor\ThesesApplicants.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 5, 28
"c:\laragon\www\formation-doctorat\resources\js\Pages\Profile\Edit.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 5, 37
"c:\laragon\www\formation-doctorat\resources\js\Pages\Profile\Partials\DeleteUserForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 82, 0, 0, 18, 100
"c:\laragon\www\formation-doctorat\resources\js\Pages\Profile\Partials\UpdatePasswordForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 19, 114
"c:\laragon\www\formation-doctorat\resources\js\Pages\Profile\Partials\UpdateProfileInformationForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 17, 104
"c:\laragon\www\formation-doctorat\resources\js\Pages\Welcome.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 316, 0, 0, 22, 338
"c:\laragon\www\formation-doctorat\resources\js\app.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 0, 5, 33
"c:\laragon\www\formation-doctorat\resources\js\bootstrap.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 23, 7, 33
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\Application.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 44, 0, 0, 6, 50
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\ApplicationProgress.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 4, 58
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\BacDetailsLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 86, 0, 13, 3, 102
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\BacForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 220, 0, 0, 4, 224
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\CandidateThesisApplicationsTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 2, 4, 40
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\DocumentForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 8, 81
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\FieldSelection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 4, 70
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\LicenceDetailsLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 6, 3, 85
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\LicenceForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 236, 0, 0, 6, 242
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\MasterDetailsLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 6, 4, 76
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\MasterForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 163, 0, 0, 4, 167
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\PersonalDataForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 286, 0, 0, 5, 291
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\PersonalInfoLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 4, 75
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\PrevNextBtn.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 20
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\QualificationsData.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 69, 0, 0, 4, 73
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\QualificationsForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 4, 77
"c:\laragon\www\formation-doctorat\resources\js\features\applicationForm\Summary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 3, 62
"c:\laragon\www\formation-doctorat\resources\js\features\programs\FieldCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 4, 63
"c:\laragon\www\formation-doctorat\resources\js\features\programs\ProgramCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 3, 27
"c:\laragon\www\formation-doctorat\resources\js\features\programs\ProgramFieldsDisplay.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 3, 49
"c:\laragon\www\formation-doctorat\resources\js\features\programs\Programs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 23
"c:\laragon\www\formation-doctorat\resources\js\features\programs\ThesisRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 6, 45
"c:\laragon\www\formation-doctorat\resources\js\i18n.js", "JavaScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 4, 20
"c:\laragon\www\formation-doctorat\resources\views\app.blade.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"c:\laragon\www\formation-doctorat\resources\views\mail\test-email.blade.php", "PHP", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\laragon\www\formation-doctorat\resources\views\welcome.blade.php", "PHP", 0, 0, 118, 0, 0, 0, 0, 0, 0, 23, 141
"c:\laragon\www\formation-doctorat\routes\api.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 10, 4, 20
"c:\laragon\www\formation-doctorat\routes\auth.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 0, 0, 17, 60
"c:\laragon\www\formation-doctorat\routes\channels.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 10, 4, 19
"c:\laragon\www\formation-doctorat\routes\console.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 10, 4, 20
"c:\laragon\www\formation-doctorat\routes\web.php", "PHP", 0, 0, 73, 0, 0, 0, 0, 0, 19, 15, 107
"c:\laragon\www\formation-doctorat\tailwind.config.js", "JavaScript", 0, 0, 0, 19, 0, 0, 0, 0, 1, 4, 24
"c:\laragon\www\formation-doctorat\tests\CreatesApplication.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 3, 6, 22
"c:\laragon\www\formation-doctorat\tests\Feature\Auth\AuthenticationTest.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 0, 0, 15, 56
"c:\laragon\www\formation-doctorat\tests\Feature\Auth\EmailVerificationTest.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 0, 0, 16, 66
"c:\laragon\www\formation-doctorat\tests\Feature\Auth\PasswordConfirmationTest.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 13, 45
"c:\laragon\www\formation-doctorat\tests\Feature\Auth\PasswordResetTest.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 0, 0, 22, 72
"c:\laragon\www\formation-doctorat\tests\Feature\Auth\PasswordUpdateTest.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 0, 0, 11, 52
"c:\laragon\www\formation-doctorat\tests\Feature\Auth\RegistrationTest.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 8, 33
"c:\laragon\www\formation-doctorat\tests\Feature\ExampleTest.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 4, 5, 20
"c:\laragon\www\formation-doctorat\tests\Feature\ProfileTest.php", "PHP", 0, 0, 76, 0, 0, 0, 0, 0, 0, 24, 100
"c:\laragon\www\formation-doctorat\tests\TestCase.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 11
"c:\laragon\www\formation-doctorat\tests\Unit\ExampleTest.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 3, 4, 17
"c:\laragon\www\formation-doctorat\vendor\spatie\ignition\resources\compiled\ignition.css", "CSS", 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3
"c:\laragon\www\formation-doctorat\vendor\spatie\ignition\resources\compiled\ignition.js", "JavaScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\laragon\www\formation-doctorat\vite.config.js", "JavaScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 2, 17
"Total", "-", 7, 14038, 4385, 91, 29, 10, 7029, 45, 1707, 1870, 29211
